stage,index,year,version,page,paragraph,2500Bott,singlebott,bott_list,scarcity,nonuniform_progress,performance_constraints,user_heterogeneity,cognitive,external,internal,coordination,transcational,technical,demand,2500partner,singlepartner,content_production,data_center/storage,Internet_infra,content_distribution,"browsers,_apps_&_smart_devices",advertising,end_users,external_partners,substitutional_partners,transactional,Song_Column_5,Z
0.0,120.0,2013.0,August-September-2013,25.0,"2. How Does The Solution Scale? Streaming just one channel 24 hours a day, seven days a week is a big increase in the amount of video being pumped through the workflow. Now multiply this by hundreds of channels and you can see the importance of an easily scalable solution for multiscreen live linear streaming. As we pointed out in the first question, relying on traditional hardware encoders where one source equals one input—even with newer high density encoders—you will quickly have to purchase and maintain racks and racks of new encoders to keep hundreds of channels streaming. This is why many content providers are looking for more flexible solutions. Using a cloud-based video workflow service to launch new streaming channels can be done quickly, since the hardware is already provisioned and ready to go.",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,240.0,2013.0,August-September-2013,42.0,"Public cloud providers—such as Amazon, Microsoft, Google, and Rackspace—offer customers a way to use their global data centers for their storage or computing needs. In terms of cloud computing, the cloud services include Amazon Elastic Compute Cloud (Amazon EC2) and Rackspace’s Cloud Servers. four .mp4 files ranging from 1280x720 down to 160x90, a .wmv rendition, a custom MPEG2 rendition for TiVo, and one audio-only version. In terms of cloud storage, there are services such as Amazon S3, Rackspace’s Cloud Files, Microsoft Azure Blobs, and Dropbox. Encoding.com, which offers a cloud-based video-encoding platform, has integrated its services with all of the services mentioned previously. ",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,280.0,2013.0,August-September-2013,48.0,"Security risks: real or Hype? Third-party video cloud services can also base their services on a private cloud, meaning that they build and equip their own Big Data centers around the world rather than rely on Amazon, Google, or others to host them. Since one of the biggest concerns in the public cloud is fear of cyberattacks and piracy, private cloud service vendors often tell customers that their data will be safer since they control every aspect of their private cloud facility.",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,360.0,2013.0,August-September-2013,60.0,"Live events in the enterprise often include an online component such as a web conference or webcast to a targeted audience within the corporate intranet. Webcasting tools have become easier to use, and, with the development of interactive and social media tools, they’ve evolved from one-way broadcasts into two-way conversations. But just because you have myriad bells and whistles at your disposal doesn’t mean you have to use every one for every event. as i said in Part 1 of my article, “the key is to use the right technology to make it easy to reach the live audience and virtual attendees and provide them a quality and worthwhile experience.” Back in the early days, webcasting was more of a novelty with a poor end-user experience, says nick Balletta, CeO of talkPoint (talkpointcommunications.com). But today, webcasting live events may finally be reaching a tipping point.",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,440.0,2013.0,August-September-2013,69.0,"How about SLA? Amazon EC2 offers at least 99.95% (aws.ama zon.com/ec2-sla) availability. This translates to a target of 4.38 hours annually that the entire service may be unavailable. Our application always runs in at least two regions all the time. Broadly speaking, this means we end up with an overall service-level agreement (SLA) for our application of (100-(0.05% x 0.05%)) = 99.9975%. The key to maintaining this availability is the autonomy of the different regions and the applications. The chances of something going wrong on a server in a public cloud data center are hardly different from the odds of something going wrong on a machine you own and host in your own location. In the case of an IaaS public cloud, however, you have instant access to many thousands of other resources to use in place, and you can— and should—be using multiple systems for redundancy all the time. ",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,80.0,2013.0,December-2013,20.0,"Now with many YouTube channels outpacing cable audience numbers, we’re getting the strangest group of stars of all: megastars for a small group of people. When PewDiePie, a young Swede also known as Felix Kjellberg, overtook Smosh with the most-subscribed YouTube channel in August, it was a shock. I’d never heard of this guy, and I’d never watch a channel with such a terrible name. But then I’m not in PewDiePie’s demographic, so he’s not losing any sleep over it.",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,120.0,2013.0,December-2013,28.0,"A few years ago Fullscreen was only an idea, and now it’s a major player in the YouTube ecosystem.Founded by George Strompolos, now the CEO, it already counts more than 150 employees and 5,000-plus channels. To find out how Fullscreen grew so quickly and where it’s going next, we spoke to Brendan Gahan, its vice president of brand strategy.",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,160.0,2013.0,December-2013,34.0,"Gaiam has been producing original video content for years, but when it began publishing to settop boxes and other devices, it needed help with video formats, bitrates, and digital rights management.",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,240.0,2013.0,December-2013,53.0,"Another thing for producers to think about is if they want to use traditional streaming to deliver the content even if it is one bitrate and flat, Knowlton says. The question is, does the system have enough bandwidth, or should adaptive streaming over HTTP be used to ensure viewers “get all the goodness of watching something” even if the system used has low bandwidth, or an older computer that does not play back video well is used. “You still get something, even if it’s at a lower bit rate,” he says.",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,320.0,2013.0,December-2013,68.0,"“One question we asked was whether em- ployees didn’t see a need for video in the enterprise portal,” the spokesperson says. “Only 8% chose that answer, signifying that the other 92% would like some kind of video, but not specifically on-demand, as over 58%of respondents said they’d like to see support for live-video streaming.”",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,360.0,2013.0,December-2013,72.0,"Since this was about an hour from the start of the webinar, I switched to YouTube Live to host the event. To be clear, the typical Brightcove user has access to network-savvy professionals who likely could have resolved the issue in real time and would be far too smart to delay actual testing until an hour before the event. So I wouldn’t expect the typical Brightcove user to experience the same problem. On the other hand, I never resolved my CMS issue, even with input from Brightcove technical support, though I put that issue on hold once I discovered (well after my webinar) that Streaming Media’s homegrown CMS had no problems with the Brightcove Live embed codes. So this was yet another rough edge that unfortunately limited my ability to test the system as fully as I have others.",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,400.0,2013.0,December-2013,76.0,"Media in the Cloud is commonplace today, and enterprises are massively using online video content. Main uses include marketing, training and support. Education is another significant segment where online video grew and will continue to do so. All of this has set the ground for an exciting 2014 for players like OVPs, CDNs, Telcos and others in the space.",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0
0.0,200.0,2013.0,February-March-2013-Sourcebook,64.0,"The Rise of the MOOC  Ask just about anyone in higher education andshe’ll tell you that in terms of hype, if nothing else, 2012was the year of the MOOC, which is short for “massiveopen online course.” The idea for free online courseware has been around for a while.The MassachusettsInstitute of Technology opened its Open Coursewareinitiative in 2002, sharing course materials from itstraditional college and graduate-level courses.KhanAcademy got its start in 2006, now providing more",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0
0.0,240.0,2013.0,February-March-2013-Sourcebook,72.0,"TDG’s Niemeyer agrees. “It is simply silly to expect people to sit through a 30-second spot to see a 20-second news clip,” he says. “To keep people from clicking away, the ad length should be adjusted in line with the clip length, with the clip offering more viewing time as a matter of perceived ‘fair value.’” This is why 15-second spots are becoming common on the web.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0
0.0,280.0,2013.0,February-March-2013-Sourcebook,80.0,"Whether they take in video from HD-SDI or HDMI outputs (and the availability of these outputs will vary with the camera you purchase), the purpose of these devices is the same: to preserve, as much as possible, the cleanest, highest-quality video from the camera.",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,320.0,2013.0,February-March-2013-Sourcebook,88.0,"Trying to summarize audio gear for video production in 1,000 words or less is like trying to caption a Monet painting. That said, our primary goal when recording audio is to capture as clean and honest a representation of the live audio as possible.",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,400.0,2013.0,February-March-2013-Sourcebook,105.0,"In just a few short years, multiscreen video has gone from science fiction to ubiquitous reality. Consumers expect the video they pay for to be available on any device at any time, and service providers have no choice but to keep up or be left behind. At the same time, consumer resistance to additional fees means the new services are generaly not a significant source of revenue. This leaves operators with the considerable chalenge of implementing and operating new multiscreen services while minimizing their financial impact.",1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,440.0,2013.0,February-March-2013-Sourcebook,112.0,"Additional Features Beyond the target platforms and the number ofstreams, you also have to consider the features surrounding your video.For example, will closed caption support be a requirement? What about digitalrights management or advertising insertion? Fewstand-alone software encoders can handle theserequirements, or even low-end hardware encoders.",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0
0.0,520.0,2013.0,February-March-2013-Sourcebook,205.0,"Witbe provides the most comprehensive set of solutions to monitor the Quality of Experience (QoE) delivered to any device (set-top box, PC, tablet, smartphone, game console), over any type of networks (fixed, mobile, OTT). It enables service providers, broadcasters and content owners to launch profitable multiscreen services by automating tests before launch and monitoring live and interactive services to maximize quality, enforce SLAs and increase viewer engagement. Over 400 customers on 5 continents such as DISH Network, Comcast, Cogeco, Telus, Bell Canada, Orange, BT, Deutsche Telekom, Telefonica and Canal+ rely on Witbe to deliver the promises of video streaming to their customers.",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,2013.0,June-July-2013,1.0,"Rock-solid platform foryour blue-sky thinking Windows Azure 90 day free trial// Quickly upload, encode & deliver media.// Use any operating system, language or tool.// No obligation, totally free.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Rock-solid platform foryour blue-sky thinking Windows Azure 90 day free trial// Quickly upload, encode & deliver media.// Use any operating system, language or tool.// No obligation, totally free.",0.0
0.0,40.0,2013.0,June-July-2013,8.0,"Now imagine the same professor has an animated video of the heart that she can show the class. Projected on-screen, the image is orders of magnitude larger than the model, and even the back row can see clearly. This is an example of using video in the classroom that should seem pretty familiar to most educators.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Now imagine the same professor has an animated video of the heart that she can show the class. Projected on-screen, the image is orders of magnitude larger than the model, and even the back row can see clearly. This is an example of using video in the classroom that should seem pretty familiar to most educators.",0.0
0.0,80.0,2013.0,June-July-2013,14.0,"Even ticket sales are an extra challenge with a live streamed event. Jones wanted to mimic the experience of reserving seats, but she couldn’t find a pay-per-view ticket sales system that handled reservations. Creating a system took most of Jones’ Christmas break, as she tweaked WordPress plug-ins until she got what she needed. Building her own system also let her company keep all the proceeds. Jones was determined to keep ticket prices low ($2.50), and she didn’t want to use a ticket system from Ustream or Livestream that would take half the profits. ",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Even ticket sales are an extra challenge with a live streamed event. Jones wanted to mimic the experience of reserving seats, but she couldn’t find a pay-per-view ticket sales system that handled reservations. Creating a system took most of Jones’ Christmas break, as she tweaked WordPress plug-ins until she got what she needed. Building her own system also let her company keep all the proceeds. Jones was determined to keep ticket prices low ($2.50), and she didn’t want to use a ticket system from Ustream or Livestream that would take half the profits. ",0.0
